defect_id,product_line,production_date,defect_type,defect_count,total_produced,defect_rate,severity,root_cause,created_date
247,Sensor Assemblies,2024-06-20,Incorrect Assembly,16,702,0.0228,Minor,Tool wear,2024-06-20 00:00:00
248,Landing Gear,2024-06-20,Material Contamination,9,227,0.0396,Minor,Environmental factors,2024-06-20 00:00:00
249,Turbine Blades,2024-06-21,Stress Crack,43,965,0.0446,Major,Material variance,2024-06-21 00:00:00
250,Turbine Blades,2024-06-22,Dimensional Out-of-Spec,3,459,0.0065,Major,Tool wear,2024-06-22 00:00:00
251,Composite Panels,2024-06-22,Weld Defect,3,799,0.0038,Minor,Environmental factors,2024-06-22 00:00:00
252,Composite Panels,2024-06-22,Incorrect Assembly,13,312,0.0417,Critical,Process deviation,2024-06-22 00:00:00
253,Landing Gear,2024-06-23,Incorrect Assembly,16,627,0.0255,Major,Environmental factors,2024-06-23 00:00:00
254,Engine Mounts,2024-06-25,Surface Scratch,0,107,0.0,Minor,Machine calibration,2024-06-25 00:00:00
255,Precision Bearings,2024-06-25,Missing Component,8,926,0.0086,Minor,Environmental factors,2024-06-25 00:00:00
256,Precision Bearings,2024-06-25,Missing Component,0,283,0.0,Major,Process deviation,2024-06-25 00:00:00
257,Composite Panels,2024-06-26,Coating Failure,15,541,0.0277,Critical,Operator error,2024-06-26 00:00:00
258,Composite Panels,2024-06-26,Surface Scratch,5,368,0.0136,Major,Operator error,2024-06-26 00:00:00
259,Sensor Assemblies,2024-06-27,Stress Crack,24,601,0.0399,Major,Environmental factors,2024-06-27 00:00:00
260,Turbine Blades,2024-06-27,Missing Component,28,684,0.0409,Major,Material variance,2024-06-27 00:00:00
261,Control Valves,2024-06-27,Thread Damage,32,900,0.0356,Critical,Process deviation,2024-06-27 00:00:00
262,Control Valves,2024-06-28,Missing Component,23,977,0.0235,Major,Process deviation,2024-06-28 00:00:00
263,Hydraulic Actuators,2024-06-29,Incorrect Assembly,26,888,0.0293,Minor,Operator error,2024-06-29 00:00:00
264,Sensor Assemblies,2024-07-02,Weld Defect,22,718,0.0306,Critical,Tool wear,2024-07-02 00:00:00
265,Composite Panels,2024-07-02,Material Contamination,13,264,0.0492,Critical,Material variance,2024-07-02 00:00:00
266,Hydraulic Actuators,2024-07-02,Stress Crack,5,401,0.0125,Major,Process deviation,2024-07-02 00:00:00
267,Precision Bearings,2024-07-03,Incorrect Assembly,4,510,0.0078,Minor,Tool wear,2024-07-03 00:00:00
268,Composite Panels,2024-07-03,Dimensional Out-of-Spec,0,128,0.0,Critical,Operator error,2024-07-03 00:00:00
269,Landing Gear,2024-07-03,Porosity,5,194,0.0258,Major,Environmental factors,2024-07-03 00:00:00
270,Turbine Blades,2024-07-04,Surface Scratch,4,106,0.0377,Critical,Process deviation,2024-07-04 00:00:00
271,Composite Panels,2024-07-04,Stress Crack,22,592,0.0372,Minor,Material variance,2024-07-04 00:00:00
272,Control Valves,2024-07-04,Material Contamination,5,995,0.005,Minor,Environmental factors,2024-07-04 00:00:00
273,Engine Mounts,2024-07-05,Missing Component,0,904,0.0,Major,Material variance,2024-07-05 00:00:00
274,Composite Panels,2024-07-05,Material Contamination,16,911,0.0176,Minor,Process deviation,2024-07-05 00:00:00
275,Landing Gear,2024-07-07,Weld Defect,0,268,0.0,Minor,Operator error,2024-07-07 00:00:00
276,Engine Mounts,2024-07-08,Coating Failure,7,450,0.0156,Major,Machine calibration,2024-07-08 00:00:00
277,Turbine Blades,2024-07-09,Incorrect Assembly,17,572,0.0297,Minor,Material variance,2024-07-09 00:00:00
278,Sensor Assemblies,2024-07-09,Material Contamination,16,371,0.0431,Major,Material variance,2024-07-09 00:00:00
279,Landing Gear,2024-07-09,Weld Defect,35,787,0.0445,Minor,Operator error,2024-07-09 00:00:00
280,Sensor Assemblies,2024-07-10,Surface Scratch,17,916,0.0186,Critical,Machine calibration,2024-07-10 00:00:00
281,Composite Panels,2024-07-10,Incorrect Assembly,9,360,0.025,Major,Machine calibration,2024-07-10 00:00:00
282,Sensor Assemblies,2024-07-11,Weld Defect,9,857,0.0105,Critical,Tool wear,2024-07-11 00:00:00
283,Hydraulic Actuators,2024-07-11,Stress Crack,2,298,0.0067,Major,Environmental factors,2024-07-11 00:00:00
284,Engine Mounts,2024-07-11,Dimensional Out-of-Spec,39,798,0.0489,Major,Process deviation,2024-07-11 00:00:00
285,Control Valves,2024-07-12,Material Contamination,9,348,0.0259,Major,Material variance,2024-07-12 00:00:00
286,Turbine Blades,2024-07-12,Porosity,13,296,0.0439,Minor,Process deviation,2024-07-12 00:00:00
287,Hydraulic Actuators,2024-07-12,Stress Crack,4,939,0.0043,Major,Machine calibration,2024-07-12 00:00:00
288,Control Valves,2024-07-16,Missing Component,2,946,0.0021,Major,Machine calibration,2024-07-16 00:00:00
289,Control Valves,2024-07-16,Thread Damage,3,133,0.0226,Critical,Operator error,2024-07-16 00:00:00
290,Hydraulic Actuators,2024-07-16,Incorrect Assembly,7,373,0.0188,Critical,Operator error,2024-07-16 00:00:00
291,Engine Mounts,2024-07-21,Missing Component,16,585,0.0274,Minor,Tool wear,2024-07-21 00:00:00
292,Composite Panels,2024-07-21,Missing Component,5,453,0.011,Major,Operator error,2024-07-21 00:00:00
293,Sensor Assemblies,2024-07-21,Coating Failure,8,367,0.0218,Critical,Environmental factors,2024-07-21 00:00:00
294,Sensor Assemblies,2024-07-22,Stress Crack,4,804,0.005,Minor,Environmental factors,2024-07-22 00:00:00
295,Engine Mounts,2024-07-23,Dimensional Out-of-Spec,35,821,0.0426,Critical,Machine calibration,2024-07-23 00:00:00
296,Control Valves,2024-07-24,Material Contamination,7,759,0.0092,Minor,Process deviation,2024-07-24 00:00:00
297,Precision Bearings,2024-07-24,Coating Failure,34,995,0.0342,Minor,Environmental factors,2024-07-24 00:00:00
298,Hydraulic Actuators,2024-07-25,Thread Damage,44,882,0.0499,Critical,Operator error,2024-07-25 00:00:00
299,Sensor Assemblies,2024-07-25,Material Contamination,18,592,0.0304,Major,Tool wear,2024-07-25 00:00:00
300,Precision Bearings,2024-07-25,Material Contamination,28,959,0.0292,Major,Process deviation,2024-07-25 00:00:00
301,Turbine Blades,2024-07-26,Thread Damage,5,929,0.0054,Minor,Machine calibration,2024-07-26 00:00:00
302,Precision Bearings,2024-07-27,Material Contamination,4,279,0.0143,Critical,Environmental factors,2024-07-27 00:00:00
303,Control Valves,2024-07-27,Material Contamination,28,706,0.0397,Minor,Material variance,2024-07-27 00:00:00
304,Control Valves,2024-07-27,Material Contamination,6,681,0.0088,Critical,Machine calibration,2024-07-27 00:00:00
305,Turbine Blades,2024-07-28,Thread Damage,5,501,0.01,Critical,Material variance,2024-07-28 00:00:00
306,Turbine Blades,2024-07-28,Porosity,36,828,0.0435,Critical,Material variance,2024-07-28 00:00:00
307,Hydraulic Actuators,2024-07-28,Dimensional Out-of-Spec,0,224,0.0,Critical,Material variance,2024-07-28 00:00:00
308,Hydraulic Actuators,2024-07-29,Dimensional Out-of-Spec,0,102,0.0,Minor,Environmental factors,2024-07-29 00:00:00
309,Engine Mounts,2024-07-30,Dimensional Out-of-Spec,12,544,0.0221,Critical,Tool wear,2024-07-30 00:00:00
310,Engine Mounts,2024-07-30,Dimensional Out-of-Spec,24,832,0.0288,Critical,Environmental factors,2024-07-30 00:00:00
311,Landing Gear,2024-07-30,Weld Defect,18,937,0.0192,Major,Process deviation,2024-07-30 00:00:00
312,Turbine Blades,2024-08-01,Porosity,15,841,0.0178,Major,Operator error,2024-08-01 00:00:00
313,Control Valves,2024-08-01,Thread Damage,5,756,0.0066,Minor,Tool wear,2024-08-01 00:00:00
314,Precision Bearings,2024-08-02,Porosity,25,531,0.0471,Minor,Material variance,2024-08-02 00:00:00
315,Control Valves,2024-08-02,Coating Failure,9,422,0.0213,Minor,Operator error,2024-08-02 00:00:00
316,Landing Gear,2024-08-02,Weld Defect,0,135,0.0,Minor,Tool wear,2024-08-02 00:00:00
317,Composite Panels,2024-08-03,Incorrect Assembly,0,286,0.0,Major,Operator error,2024-08-03 00:00:00
318,Composite Panels,2024-08-03,Dimensional Out-of-Spec,26,548,0.0474,Major,Tool wear,2024-08-03 00:00:00
319,Turbine Blades,2024-08-03,Coating Failure,13,546,0.0238,Major,Operator error,2024-08-03 00:00:00
320,Sensor Assemblies,2024-08-07,Dimensional Out-of-Spec,2,406,0.0049,Minor,Material variance,2024-08-07 00:00:00
321,Precision Bearings,2024-08-07,Porosity,3,101,0.0297,Major,Tool wear,2024-08-07 00:00:00
322,Composite Panels,2024-08-07,Thread Damage,17,728,0.0234,Major,Tool wear,2024-08-07 00:00:00
323,Control Valves,2024-08-09,Porosity,13,540,0.0241,Critical,Operator error,2024-08-09 00:00:00
324,Hydraulic Actuators,2024-08-09,Thread Damage,17,486,0.035,Minor,Environmental factors,2024-08-09 00:00:00
325,Hydraulic Actuators,2024-08-10,Stress Crack,19,497,0.0382,Critical,Environmental factors,2024-08-10 00:00:00
326,Control Valves,2024-08-10,Porosity,27,652,0.0414,Minor,Environmental factors,2024-08-10 00:00:00
327,Landing Gear,2024-08-10,Stress Crack,16,583,0.0274,Minor,Tool wear,2024-08-10 00:00:00
328,Turbine Blades,2024-08-11,Coating Failure,18,479,0.0376,Critical,Operator error,2024-08-11 00:00:00
329,Engine Mounts,2024-08-11,Thread Damage,4,964,0.0041,Major,Process deviation,2024-08-11 00:00:00
330,Hydraulic Actuators,2024-08-13,Material Contamination,0,122,0.0,Major,Machine calibration,2024-08-13 00:00:00
331,Engine Mounts,2024-08-14,Porosity,40,969,0.0413,Minor,Environmental factors,2024-08-14 00:00:00
332,Hydraulic Actuators,2024-08-14,Missing Component,0,489,0.0,Critical,Environmental factors,2024-08-14 00:00:00
333,Hydraulic Actuators,2024-08-16,Incorrect Assembly,7,174,0.0402,Major,Environmental factors,2024-08-16 00:00:00
334,Sensor Assemblies,2024-08-16,Stress Crack,7,220,0.0318,Major,Operator error,2024-08-16 00:00:00
335,Engine Mounts,2024-08-18,Thread Damage,12,403,0.0298,Critical,Tool wear,2024-08-18 00:00:00
336,Precision Bearings,2024-08-20,Thread Damage,9,194,0.0464,Major,Material variance,2024-08-20 00:00:00
337,Precision Bearings,2024-08-21,Material Contamination,2,281,0.0071,Minor,Process deviation,2024-08-21 00:00:00
338,Sensor Assemblies,2024-08-21,Stress Crack,4,624,0.0064,Critical,Machine calibration,2024-08-21 00:00:00
339,Precision Bearings,2024-08-21,Missing Component,23,838,0.0274,Critical,Tool wear,2024-08-21 00:00:00
340,Precision Bearings,2024-08-22,Surface Scratch,15,481,0.0312,Major,Process deviation,2024-08-22 00:00:00
341,Hydraulic Actuators,2024-08-22,Material Contamination,4,102,0.0392,Critical,Operator error,2024-08-22 00:00:00
342,Turbine Blades,2024-08-23,Surface Scratch,36,827,0.0435,Minor,Tool wear,2024-08-23 00:00:00
343,Landing Gear,2024-08-23,Weld Defect,25,747,0.0335,Minor,Operator error,2024-08-23 00:00:00
344,Composite Panels,2024-08-23,Stress Crack,1,381,0.0026,Critical,Material variance,2024-08-23 00:00:00
345,Precision Bearings,2024-08-24,Material Contamination,30,967,0.031,Minor,Material variance,2024-08-24 00:00:00
346,Precision Bearings,2024-08-25,Dimensional Out-of-Spec,0,105,0.0,Major,Environmental factors,2024-08-25 00:00:00
347,Hydraulic Actuators,2024-08-25,Missing Component,11,264,0.0417,Minor,Process deviation,2024-08-25 00:00:00
348,Landing Gear,2024-08-26,Dimensional Out-of-Spec,6,239,0.0251,Major,Environmental factors,2024-08-26 00:00:00
349,Turbine Blades,2024-08-27,Surface Scratch,2,593,0.0034,Major,Environmental factors,2024-08-27 00:00:00
350,Turbine Blades,2024-08-27,Thread Damage,1,193,0.0052,Major,Tool wear,2024-08-27 00:00:00
351,Engine Mounts,2024-08-28,Dimensional Out-of-Spec,6,926,0.0065,Major,Material variance,2024-08-28 00:00:00
352,Landing Gear,2024-08-29,Incorrect Assembly,2,865,0.0023,Critical,Process deviation,2024-08-29 00:00:00
353,Turbine Blades,2024-08-29,Material Contamination,36,940,0.0383,Critical,Tool wear,2024-08-29 00:00:00
354,Turbine Blades,2024-08-29,Coating Failure,2,573,0.0035,Minor,Operator error,2024-08-29 00:00:00
355,Precision Bearings,2024-09-01,Porosity,5,817,0.0061,Minor,Operator error,2024-09-01 00:00:00
356,Sensor Assemblies,2024-09-01,Weld Defect,18,815,0.0221,Minor,Material variance,2024-09-01 00:00:00
357,Engine Mounts,2024-09-01,Porosity,18,523,0.0344,Minor,Material variance,2024-09-01 00:00:00
358,Sensor Assemblies,2024-09-02,Missing Component,9,234,0.0385,Major,Process deviation,2024-09-02 00:00:00
359,Landing Gear,2024-09-02,Dimensional Out-of-Spec,26,523,0.0497,Minor,Machine calibration,2024-09-02 00:00:00
360,Hydraulic Actuators,2024-09-02,Missing Component,6,585,0.0103,Minor,Tool wear,2024-09-02 00:00:00
361,Landing Gear,2024-09-03,Incorrect Assembly,2,136,0.0147,Critical,Material variance,2024-09-03 00:00:00
362,Composite Panels,2024-09-04,Dimensional Out-of-Spec,5,327,0.0153,Major,Operator error,2024-09-04 00:00:00
363,Control Valves,2024-09-04,Stress Crack,23,902,0.0255,Major,Environmental factors,2024-09-04 00:00:00
364,Sensor Assemblies,2024-09-05,Coating Failure,9,992,0.0091,Minor,Tool wear,2024-09-05 00:00:00
365,Precision Bearings,2024-09-06,Surface Scratch,27,658,0.041,Minor,Process deviation,2024-09-06 00:00:00
366,Engine Mounts,2024-09-06,Porosity,9,298,0.0302,Critical,Machine calibration,2024-09-06 00:00:00
367,Precision Bearings,2024-09-06,Porosity,17,406,0.0419,Critical,Environmental factors,2024-09-06 00:00:00
368,Hydraulic Actuators,2024-09-07,Coating Failure,7,425,0.0165,Minor,Operator error,2024-09-07 00:00:00
369,Composite Panels,2024-09-07,Surface Scratch,8,241,0.0332,Major,Operator error,2024-09-07 00:00:00
370,Engine Mounts,2024-09-09,Coating Failure,1,383,0.0026,Major,Process deviation,2024-09-09 00:00:00
371,Sensor Assemblies,2024-09-09,Incorrect Assembly,2,460,0.0043,Major,Material variance,2024-09-09 00:00:00
372,Control Valves,2024-09-09,Surface Scratch,11,678,0.0162,Minor,Tool wear,2024-09-09 00:00:00
373,Sensor Assemblies,2024-09-10,Stress Crack,0,209,0.0,Minor,Machine calibration,2024-09-10 00:00:00
374,Precision Bearings,2024-09-10,Thread Damage,1,848,0.0012,Critical,Material variance,2024-09-10 00:00:00
375,Composite Panels,2024-09-14,Surface Scratch,9,197,0.0457,Critical,Operator error,2024-09-14 00:00:00
376,Precision Bearings,2024-09-14,Coating Failure,28,821,0.0341,Critical,Machine calibration,2024-09-14 00:00:00
377,Hydraulic Actuators,2024-09-14,Surface Scratch,10,272,0.0368,Major,Machine calibration,2024-09-14 00:00:00
378,Control Valves,2024-09-15,Dimensional Out-of-Spec,8,422,0.019,Minor,Material variance,2024-09-15 00:00:00
379,Turbine Blades,2024-09-15,Material Contamination,2,184,0.0109,Major,Operator error,2024-09-15 00:00:00
380,Turbine Blades,2024-09-16,Coating Failure,1,110,0.0091,Minor,Tool wear,2024-09-16 00:00:00
381,Landing Gear,2024-09-16,Incorrect Assembly,3,427,0.007,Critical,Machine calibration,2024-09-16 00:00:00
382,Sensor Assemblies,2024-09-17,Thread Damage,41,917,0.0447,Major,Process deviation,2024-09-17 00:00:00
383,Turbine Blades,2024-09-18,Surface Scratch,9,548,0.0164,Major,Tool wear,2024-09-18 00:00:00
384,Engine Mounts,2024-09-18,Material Contamination,12,821,0.0146,Major,Environmental factors,2024-09-18 00:00:00
385,Sensor Assemblies,2024-09-20,Weld Defect,1,759,0.0013,Minor,Tool wear,2024-09-20 00:00:00
386,Turbine Blades,2024-09-20,Missing Component,3,109,0.0275,Minor,Environmental factors,2024-09-20 00:00:00
387,Precision Bearings,2024-09-21,Weld Defect,0,891,0.0,Minor,Environmental factors,2024-09-21 00:00:00
388,Sensor Assemblies,2024-09-24,Weld Defect,0,229,0.0,Major,Tool wear,2024-09-24 00:00:00
389,Precision Bearings,2024-09-24,Porosity,1,165,0.0061,Major,Machine calibration,2024-09-24 00:00:00
390,Sensor Assemblies,2024-09-26,Porosity,11,730,0.0151,Major,Operator error,2024-09-26 00:00:00
391,Sensor Assemblies,2024-09-27,Incorrect Assembly,36,802,0.0449,Critical,Tool wear,2024-09-27 00:00:00
392,Composite Panels,2024-09-28,Surface Scratch,0,172,0.0,Major,Process deviation,2024-09-28 00:00:00
393,Turbine Blades,2024-09-28,Coating Failure,1,759,0.0013,Minor,Process deviation,2024-09-28 00:00:00
394,Engine Mounts,2024-10-01,Surface Scratch,8,588,0.0136,Minor,Material variance,2024-10-01 00:00:00
395,Engine Mounts,2024-10-01,Material Contamination,8,612,0.0131,Minor,Material variance,2024-10-01 00:00:00
396,Control Valves,2024-10-01,Missing Component,18,683,0.0264,Minor,Machine calibration,2024-10-01 00:00:00
397,Control Valves,2024-10-02,Coating Failure,0,121,0.0,Major,Process deviation,2024-10-02 00:00:00
398,Composite Panels,2024-10-02,Incorrect Assembly,10,876,0.0114,Major,Tool wear,2024-10-02 00:00:00
399,Hydraulic Actuators,2024-10-03,Surface Scratch,22,748,0.0294,Critical,Process deviation,2024-10-03 00:00:00
400,Composite Panels,2024-10-04,Material Contamination,8,420,0.019,Major,Material variance,2024-10-04 00:00:00
401,Landing Gear,2024-10-05,Missing Component,17,570,0.0298,Critical,Environmental factors,2024-10-05 00:00:00
402,Turbine Blades,2024-10-05,Thread Damage,11,742,0.0148,Minor,Material variance,2024-10-05 00:00:00
403,Control Valves,2024-10-06,Dimensional Out-of-Spec,10,415,0.0241,Critical,Tool wear,2024-10-06 00:00:00
404,Turbine Blades,2024-10-09,Surface Scratch,7,464,0.0151,Minor,Environmental factors,2024-10-09 00:00:00
405,Composite Panels,2024-10-09,Weld Defect,16,622,0.0257,Critical,Material variance,2024-10-09 00:00:00
406,Landing Gear,2024-10-09,Coating Failure,6,190,0.0316,Major,Material variance,2024-10-09 00:00:00
407,Turbine Blades,2024-10-10,Stress Crack,10,388,0.0258,Major,Environmental factors,2024-10-10 00:00:00
408,Sensor Assemblies,2024-10-11,Material Contamination,36,977,0.0368,Critical,Material variance,2024-10-11 00:00:00
409,Composite Panels,2024-10-11,Coating Failure,5,419,0.0119,Critical,Material variance,2024-10-11 00:00:00
410,Control Valves,2024-10-11,Material Contamination,21,529,0.0397,Critical,Machine calibration,2024-10-11 00:00:00
411,Engine Mounts,2024-10-12,Porosity,11,478,0.023,Critical,Tool wear,2024-10-12 00:00:00
412,Engine Mounts,2024-10-13,Surface Scratch,28,574,0.0488,Minor,Environmental factors,2024-10-13 00:00:00
413,Hydraulic Actuators,2024-10-13,Dimensional Out-of-Spec,3,101,0.0297,Critical,Operator error,2024-10-13 00:00:00
414,Control Valves,2024-10-14,Surface Scratch,35,830,0.0422,Critical,Material variance,2024-10-14 00:00:00
415,Hydraulic Actuators,2024-10-15,Thread Damage,10,201,0.0498,Minor,Machine calibration,2024-10-15 00:00:00
416,Hydraulic Actuators,2024-10-15,Porosity,5,169,0.0296,Critical,Environmental factors,2024-10-15 00:00:00
417,Engine Mounts,2024-10-15,Incorrect Assembly,0,840,0.0,Minor,Tool wear,2024-10-15 00:00:00
418,Landing Gear,2024-10-16,Porosity,7,891,0.0079,Major,Material variance,2024-10-16 00:00:00
419,Sensor Assemblies,2024-10-16,Porosity,17,440,0.0386,Critical,Machine calibration,2024-10-16 00:00:00
420,Sensor Assemblies,2024-10-16,Stress Crack,29,682,0.0425,Critical,Machine calibration,2024-10-16 00:00:00
421,Turbine Blades,2024-10-18,Incorrect Assembly,3,825,0.0036,Critical,Process deviation,2024-10-18 00:00:00
422,Control Valves,2024-10-18,Coating Failure,8,168,0.0476,Minor,Material variance,2024-10-18 00:00:00
423,Engine Mounts,2024-10-18,Porosity,12,276,0.0435,Major,Operator error,2024-10-18 00:00:00
424,Turbine Blades,2024-10-19,Porosity,6,773,0.0078,Critical,Material variance,2024-10-19 00:00:00
425,Engine Mounts,2024-10-19,Surface Scratch,0,266,0.0,Critical,Environmental factors,2024-10-19 00:00:00
426,Precision Bearings,2024-10-20,Weld Defect,8,649,0.0123,Critical,Machine calibration,2024-10-20 00:00:00
427,Turbine Blades,2024-10-21,Missing Component,2,358,0.0056,Major,Process deviation,2024-10-21 00:00:00
428,Control Valves,2024-10-22,Porosity,8,848,0.0094,Minor,Tool wear,2024-10-22 00:00:00
429,Landing Gear,2024-10-22,Thread Damage,11,531,0.0207,Minor,Machine calibration,2024-10-22 00:00:00
430,Turbine Blades,2024-10-23,Surface Scratch,8,789,0.0101,Critical,Tool wear,2024-10-23 00:00:00
431,Turbine Blades,2024-10-24,Weld Defect,4,383,0.0104,Critical,Material variance,2024-10-24 00:00:00
432,Engine Mounts,2024-10-25,Dimensional Out-of-Spec,4,467,0.0086,Critical,Operator error,2024-10-25 00:00:00
433,Control Valves,2024-10-25,Porosity,2,142,0.0141,Critical,Process deviation,2024-10-25 00:00:00
434,Sensor Assemblies,2024-10-25,Missing Component,6,148,0.0405,Major,Material variance,2024-10-25 00:00:00
435,Control Valves,2024-10-28,Stress Crack,28,948,0.0295,Major,Operator error,2024-10-28 00:00:00
436,Composite Panels,2024-10-28,Thread Damage,6,698,0.0086,Minor,Material variance,2024-10-28 00:00:00
437,Landing Gear,2024-10-29,Material Contamination,1,800,0.0013,Minor,Tool wear,2024-10-29 00:00:00
438,Landing Gear,2024-10-30,Coating Failure,9,580,0.0155,Minor,Tool wear,2024-10-30 00:00:00
439,Hydraulic Actuators,2024-10-30,Weld Defect,33,696,0.0474,Critical,Tool wear,2024-10-30 00:00:00
440,Precision Bearings,2024-10-30,Missing Component,17,353,0.0482,Critical,Environmental factors,2024-10-30 00:00:00
441,Composite Panels,2024-10-31,Thread Damage,2,266,0.0075,Critical,Material variance,2024-10-31 00:00:00
442,Landing Gear,2024-10-31,Surface Scratch,15,529,0.0284,Minor,Tool wear,2024-10-31 00:00:00
443,Sensor Assemblies,2024-10-31,Incorrect Assembly,17,515,0.033,Major,Process deviation,2024-10-31 00:00:00
444,Turbine Blades,2024-11-01,Coating Failure,7,492,0.0142,Critical,Tool wear,2024-11-01 00:00:00
445,Composite Panels,2024-11-01,Surface Scratch,11,470,0.0234,Major,Environmental factors,2024-11-01 00:00:00
446,Precision Bearings,2024-11-01,Missing Component,16,897,0.0178,Minor,Tool wear,2024-11-01 00:00:00
447,Composite Panels,2024-11-02,Missing Component,6,500,0.012,Minor,Material variance,2024-11-02 00:00:00
448,Control Valves,2024-11-02,Incorrect Assembly,26,681,0.0382,Critical,Operator error,2024-11-02 00:00:00
449,Composite Panels,2024-11-02,Weld Defect,7,271,0.0258,Critical,Material variance,2024-11-02 00:00:00
450,Hydraulic Actuators,2024-11-03,Dimensional Out-of-Spec,26,544,0.0478,Critical,Operator error,2024-11-03 00:00:00
451,Hydraulic Actuators,2024-11-03,Coating Failure,6,361,0.0166,Minor,Material variance,2024-11-03 00:00:00
452,Sensor Assemblies,2024-11-03,Incorrect Assembly,35,770,0.0455,Major,Machine calibration,2024-11-03 00:00:00
453,Landing Gear,2024-11-04,Porosity,32,795,0.0403,Minor,Tool wear,2024-11-04 00:00:00
454,Landing Gear,2024-11-05,Coating Failure,39,857,0.0455,Critical,Machine calibration,2024-11-05 00:00:00
455,Control Valves,2024-11-05,Dimensional Out-of-Spec,19,841,0.0226,Minor,Environmental factors,2024-11-05 00:00:00
456,Composite Panels,2024-11-05,Weld Defect,7,369,0.019,Minor,Operator error,2024-11-05 00:00:00
457,Hydraulic Actuators,2024-11-06,Stress Crack,18,837,0.0215,Critical,Operator error,2024-11-06 00:00:00
458,Control Valves,2024-11-08,Missing Component,7,330,0.0212,Critical,Tool wear,2024-11-08 00:00:00
459,Control Valves,2024-11-08,Incorrect Assembly,1,179,0.0056,Minor,Environmental factors,2024-11-08 00:00:00
460,Composite Panels,2024-11-09,Missing Component,2,128,0.0156,Major,Process deviation,2024-11-09 00:00:00
461,Composite Panels,2024-11-09,Missing Component,36,806,0.0447,Major,Operator error,2024-11-09 00:00:00
462,Engine Mounts,2024-11-09,Missing Component,18,511,0.0352,Minor,Machine calibration,2024-11-09 00:00:00
463,Control Valves,2024-11-10,Coating Failure,7,469,0.0149,Major,Environmental factors,2024-11-10 00:00:00
464,Engine Mounts,2024-11-10,Coating Failure,17,977,0.0174,Major,Machine calibration,2024-11-10 00:00:00
465,Landing Gear,2024-11-11,Missing Component,6,541,0.0111,Critical,Tool wear,2024-11-11 00:00:00
466,Hydraulic Actuators,2024-11-11,Incorrect Assembly,9,451,0.02,Critical,Environmental factors,2024-11-11 00:00:00
467,Turbine Blades,2024-11-11,Thread Damage,21,686,0.0306,Major,Environmental factors,2024-11-11 00:00:00
468,Hydraulic Actuators,2024-11-13,Thread Damage,25,878,0.0285,Critical,Operator error,2024-11-13 00:00:00
469,Sensor Assemblies,2024-11-13,Coating Failure,24,689,0.0348,Major,Process deviation,2024-11-13 00:00:00
470,Landing Gear,2024-11-14,Surface Scratch,15,973,0.0154,Major,Operator error,2024-11-14 00:00:00
471,Control Valves,2024-11-15,Thread Damage,22,476,0.0462,Critical,Operator error,2024-11-15 00:00:00
472,Composite Panels,2024-11-16,Surface Scratch,4,225,0.0178,Minor,Operator error,2024-11-16 00:00:00
473,Control Valves,2024-11-17,Coating Failure,10,911,0.011,Critical,Operator error,2024-11-17 00:00:00
474,Precision Bearings,2024-11-18,Stress Crack,1,318,0.0031,Minor,Process deviation,2024-11-18 00:00:00
475,Control Valves,2024-11-18,Weld Defect,29,773,0.0375,Critical,Machine calibration,2024-11-18 00:00:00
476,Sensor Assemblies,2024-11-22,Dimensional Out-of-Spec,2,271,0.0074,Critical,Operator error,2024-11-22 00:00:00
477,Engine Mounts,2024-11-22,Missing Component,8,194,0.0412,Major,Material variance,2024-11-22 00:00:00
478,Control Valves,2024-11-22,Missing Component,21,471,0.0446,Minor,Material variance,2024-11-22 00:00:00
479,Engine Mounts,2024-11-23,Stress Crack,8,365,0.0219,Critical,Tool wear,2024-11-23 00:00:00
480,Engine Mounts,2024-11-23,Material Contamination,10,298,0.0336,Minor,Machine calibration,2024-11-23 00:00:00
481,Turbine Blades,2024-11-23,Coating Failure,33,808,0.0408,Major,Machine calibration,2024-11-23 00:00:00
482,Control Valves,2024-11-24,Stress Crack,14,555,0.0252,Critical,Environmental factors,2024-11-24 00:00:00
483,Composite Panels,2024-11-25,Coating Failure,20,798,0.0251,Critical,Material variance,2024-11-25 00:00:00
484,Engine Mounts,2024-11-25,Missing Component,0,103,0.0,Critical,Machine calibration,2024-11-25 00:00:00
485,Turbine Blades,2024-11-25,Incorrect Assembly,40,881,0.0454,Critical,Process deviation,2024-11-25 00:00:00
486,Sensor Assemblies,2024-11-28,Surface Scratch,33,764,0.0432,Critical,Tool wear,2024-11-28 00:00:00
487,Hydraulic Actuators,2024-11-28,Material Contamination,27,595,0.0454,Minor,Material variance,2024-11-28 00:00:00
488,Hydraulic Actuators,2024-11-30,Weld Defect,14,427,0.0328,Critical,Process deviation,2024-11-30 00:00:00
489,Turbine Blades,2024-11-30,Weld Defect,19,718,0.0265,Minor,Machine calibration,2024-11-30 00:00:00
490,Composite Panels,2024-12-02,Stress Crack,5,641,0.0078,Critical,Tool wear,2024-12-02 00:00:00
491,Landing Gear,2024-12-03,Thread Damage,12,302,0.0397,Major,Operator error,2024-12-03 00:00:00
492,Composite Panels,2024-12-04,Surface Scratch,14,280,0.05,Minor,Machine calibration,2024-12-04 00:00:00
493,Engine Mounts,2024-12-05,Incorrect Assembly,15,902,0.0166,Critical,Machine calibration,2024-12-05 00:00:00
