ncm_id,incident_date,product_line,supplier_id,material_type,defect_description,quantity_affected,severity,root_cause,cost_impact,status,created_date
165,2024-06-20,Control Valves,10,Tool Steel D2,Grain structure anomaly - improper heat treatment by supplier,131,Major,Supplier process deviation,5459.92,Closed,2024-06-20 00:00:00
166,2024-06-21,Sensor Assemblies,17,Tool Steel D2,Lot traceability documentation incomplete,11,Minor,Storage condition failure,198.04,Closed,2024-06-21 00:00:00
167,2024-06-21,Precision Bearings,3,Aluminum 7075-T6,Chemical composition out of spec - carbon content high,216,Critical,Storage condition failure,31203.37,Under Review,2024-06-21 00:00:00
168,2024-06-22,Composite Panels,18,Tool Steel D2,Surface contamination detected - oil residue on raw stock,459,Critical,Specification interpretation error,33408.83,Open,2024-06-22 00:00:00
169,2024-06-24,Composite Panels,22,Copper C110,Lot traceability documentation incomplete,32,Minor,Supplier process deviation,1096.56,Closed,2024-06-24 00:00:00
170,2024-06-24,Turbine Blades,14,Carbon Fiber Composite,Grain structure anomaly - improper heat treatment by supplier,470,Critical,Raw material batch variation,43867.62,Closed,2024-06-24 00:00:00
171,2024-06-25,Hydraulic Actuators,9,Titanium Alloy Ti-6Al-4V,Dimensional variance exceeds tolerance - undersized bar stock,5,Minor,Storage condition failure,1511.79,Closed,2024-06-25 00:00:00
172,2024-06-28,Sensor Assemblies,14,Titanium Alloy Ti-6Al-4V,Incoming inspection failed - visual defects on surface,26,Minor,Transportation damage,1413.63,Closed,2024-06-28 00:00:00
173,2024-06-28,Precision Bearings,6,Titanium Alloy Ti-6Al-4V,Certificate of Conformance missing required test data,23,Minor,Supplier change notification missed,281.6,Closed,2024-06-28 00:00:00
174,2024-06-29,Landing Gear,2,Ceramic Matrix Composite,Dimensional variance exceeds tolerance - undersized bar stock,101,Major,Supplier process deviation,1678.49,Closed,2024-06-29 00:00:00
175,2024-07-01,Control Valves,14,Inconel 718,Dimensional variance exceeds tolerance - undersized bar stock,315,Critical,Incoming inspection escape,43196.2,Open,2024-07-01 00:00:00
176,2024-07-03,Hydraulic Actuators,8,Inconel 718,Material hardness below specification - failed Rockwell test,74,Critical,Raw material batch variation,34917.77,Closed,2024-07-03 00:00:00
177,2024-07-04,Turbine Blades,24,Stainless Steel 304L,Grain structure anomaly - improper heat treatment by supplier,156,Critical,Storage condition failure,10124.23,Closed,2024-07-04 00:00:00
178,2024-07-04,Landing Gear,19,Tool Steel D2,Certificate of Conformance missing required test data,139,Critical,Raw material batch variation,15252.12,Closed,2024-07-04 00:00:00
179,2024-07-08,Precision Bearings,20,Copper C110,Dimensional variance exceeds tolerance - undersized bar stock,125,Major,Storage condition failure,8491.63,Closed,2024-07-08 00:00:00
180,2024-07-08,Hydraulic Actuators,10,Nickel Superalloy,Material hardness below specification - failed Rockwell test,24,Minor,Transportation damage,859.48,Closed,2024-07-08 00:00:00
181,2024-07-09,Composite Panels,19,Ceramic Matrix Composite,Incoming inspection failed - visual defects on surface,64,Major,Storage condition failure,2739.94,Closed,2024-07-09 00:00:00
182,2024-07-10,Engine Mounts,25,Carbon Fiber Composite,Chemical composition out of spec - carbon content high,45,Minor,Documentation error,1373.04,Closed,2024-07-10 00:00:00
183,2024-07-12,Control Valves,16,Inconel 718,Certificate of Conformance missing required test data,43,Major,Supplier change notification missed,4642.89,Closed,2024-07-12 00:00:00
184,2024-07-12,Sensor Assemblies,12,Nickel Superalloy,Dimensional variance exceeds tolerance - undersized bar stock,22,Minor,Documentation error,1709.42,Closed,2024-07-12 00:00:00
185,2024-07-14,Turbine Blades,17,Stainless Steel 304L,Lot traceability documentation incomplete,31,Minor,Documentation error,1840.63,Closed,2024-07-14 00:00:00
186,2024-07-14,Control Valves,8,Stainless Steel 304L,Lot traceability documentation incomplete,198,Major,Incoming inspection escape,8640.96,Closed,2024-07-14 00:00:00
187,2024-07-15,Sensor Assemblies,14,Nickel Superalloy,Dimensional variance exceeds tolerance - undersized bar stock,18,Minor,Documentation error,543.32,Closed,2024-07-15 00:00:00
188,2024-07-16,Hydraulic Actuators,8,Ceramic Matrix Composite,Dimensional variance exceeds tolerance - undersized bar stock,119,Major,Incoming inspection escape,2822.93,Closed,2024-07-16 00:00:00
189,2024-07-16,Sensor Assemblies,4,Nickel Superalloy,Grain structure anomaly - improper heat treatment by supplier,184,Major,Storage condition failure,1736.17,Closed,2024-07-16 00:00:00
190,2024-07-17,Control Valves,9,Nickel Superalloy,Grain structure anomaly - improper heat treatment by supplier,40,Minor,Supplier process deviation,644.58,Closed,2024-07-17 00:00:00
191,2024-07-18,Landing Gear,26,Magnesium AZ31B,Storage damage - corrosion from improper handling,57,Major,Storage condition failure,7576.56,Closed,2024-07-18 00:00:00
192,2024-07-19,Landing Gear,20,Tool Steel D2,Surface contamination detected - oil residue on raw stock,77,Major,Raw material batch variation,1865.63,Closed,2024-07-19 00:00:00
193,2024-07-19,Control Valves,13,Magnesium AZ31B,Grain structure anomaly - improper heat treatment by supplier,6,Minor,Specification interpretation error,977.62,Open,2024-07-19 00:00:00
194,2024-07-20,Engine Mounts,2,Stainless Steel 304L,Material substitution without engineering approval,5,Minor,Supplier change notification missed,415.49,Closed,2024-07-20 00:00:00
195,2024-07-21,Turbine Blades,18,Ceramic Matrix Composite,Grain structure anomaly - improper heat treatment by supplier,29,Minor,Raw material batch variation,1802.85,Closed,2024-07-21 00:00:00
196,2024-07-24,Control Valves,13,Copper C110,Chemical composition out of spec - carbon content high,33,Minor,Transportation damage,1559.61,Closed,2024-07-24 00:00:00
197,2024-07-25,Hydraulic Actuators,19,Nickel Superalloy,Grain structure anomaly - improper heat treatment by supplier,95,Major,Storage condition failure,8582.03,Closed,2024-07-25 00:00:00
198,2024-07-25,Landing Gear,20,Ceramic Matrix Composite,Chemical composition out of spec - carbon content high,169,Major,Supplier process deviation,2248.25,Closed,2024-07-25 00:00:00
199,2024-07-27,Precision Bearings,27,Aluminum 7075-T6,Dimensional variance exceeds tolerance - undersized bar stock,10,Minor,Supplier change notification missed,1708.31,Closed,2024-07-27 00:00:00
200,2024-07-28,Composite Panels,30,Nickel Superalloy,Lot traceability documentation incomplete,34,Minor,Supplier process deviation,655.05,Under Review,2024-07-28 00:00:00
201,2024-07-28,Control Valves,22,Aluminum 7075-T6,Certificate of Conformance missing required test data,357,Critical,Raw material batch variation,19788.65,Open,2024-07-28 00:00:00
202,2024-07-29,Turbine Blades,26,Ceramic Matrix Composite,Chemical composition out of spec - carbon content high,417,Critical,Supplier process deviation,23060.84,Open,2024-07-29 00:00:00
203,2024-08-02,Control Valves,9,Carbon Fiber Composite,Chemical composition out of spec - carbon content high,127,Major,Raw material batch variation,9258.78,Closed,2024-08-02 00:00:00
204,2024-08-03,Precision Bearings,2,Magnesium AZ31B,Storage damage - corrosion from improper handling,86,Critical,Storage condition failure,37776.67,Closed,2024-08-03 00:00:00
205,2024-08-06,Landing Gear,30,Ceramic Matrix Composite,Surface contamination detected - oil residue on raw stock,194,Critical,Supplier process deviation,23020.55,Closed,2024-08-06 00:00:00
206,2024-08-08,Hydraulic Actuators,21,Nickel Superalloy,Certificate of Conformance missing required test data,337,Critical,Raw material batch variation,11773.5,Closed,2024-08-08 00:00:00
207,2024-08-09,Turbine Blades,30,Carbon Fiber Composite,Chemical composition out of spec - carbon content high,44,Minor,Transportation damage,1933.15,Closed,2024-08-09 00:00:00
208,2024-08-12,Sensor Assemblies,17,Carbon Fiber Composite,Incoming inspection failed - visual defects on surface,59,Major,Storage condition failure,5981.66,Closed,2024-08-12 00:00:00
209,2024-08-14,Engine Mounts,2,Ceramic Matrix Composite,Surface contamination detected - oil residue on raw stock,11,Minor,Storage condition failure,1970.3,Closed,2024-08-14 00:00:00
210,2024-08-15,Turbine Blades,13,Aluminum 7075-T6,Lot traceability documentation incomplete,296,Critical,Raw material batch variation,19576.65,Open,2024-08-15 00:00:00
211,2024-08-15,Hydraulic Actuators,29,Titanium Alloy Ti-6Al-4V,Dimensional variance exceeds tolerance - undersized bar stock,48,Minor,Incoming inspection escape,285.75,Closed,2024-08-15 00:00:00
212,2024-08-16,Turbine Blades,22,Aluminum 7075-T6,Chemical composition out of spec - carbon content high,316,Critical,Raw material batch variation,48679.22,Closed,2024-08-16 00:00:00
213,2024-08-19,Precision Bearings,15,Aluminum 7075-T6,Storage damage - corrosion from improper handling,144,Major,Storage condition failure,2230.46,Closed,2024-08-19 00:00:00
214,2024-08-19,Engine Mounts,14,Nickel Superalloy,Grain structure anomaly - improper heat treatment by supplier,29,Minor,Raw material batch variation,800.15,Closed,2024-08-19 00:00:00
215,2024-08-21,Landing Gear,26,Aluminum 7075-T6,Certificate of Conformance missing required test data,305,Critical,Raw material batch variation,46308.68,Closed,2024-08-21 00:00:00
216,2024-08-21,Precision Bearings,26,Stainless Steel 304L,Material hardness below specification - failed Rockwell test,127,Critical,Raw material batch variation,16227.66,Pending Disposition,2024-08-21 00:00:00
217,2024-08-24,Sensor Assemblies,7,Inconel 718,Certificate of Conformance missing required test data,389,Critical,Raw material batch variation,23493.41,Closed,2024-08-24 00:00:00
218,2024-08-25,Precision Bearings,18,Magnesium AZ31B,Chemical composition out of spec - carbon content high,102,Major,Raw material batch variation,4034.22,Open,2024-08-25 00:00:00
219,2024-08-27,Precision Bearings,12,Magnesium AZ31B,Storage damage - corrosion from improper handling,36,Major,Incoming inspection escape,7485.98,Closed,2024-08-27 00:00:00
220,2024-08-27,Sensor Assemblies,17,Ceramic Matrix Composite,Grain structure anomaly - improper heat treatment by supplier,92,Major,Supplier process deviation,4513.84,Closed,2024-08-27 00:00:00
221,2024-08-29,Sensor Assemblies,4,Carbon Fiber Composite,Incoming inspection failed - visual defects on surface,189,Major,Documentation error,5062.76,Closed,2024-08-29 00:00:00
222,2024-08-30,Hydraulic Actuators,10,Inconel 718,Certificate of Conformance missing required test data,420,Critical,Supplier change notification missed,25171.47,Open,2024-08-30 00:00:00
223,2024-08-30,Sensor Assemblies,25,Titanium Alloy Ti-6Al-4V,Lot traceability documentation incomplete,86,Major,Supplier process deviation,4302.62,Closed,2024-08-30 00:00:00
224,2024-08-31,Landing Gear,2,Aluminum 7075-T6,Grain structure anomaly - improper heat treatment by supplier,187,Major,Supplier process deviation,8731.19,Closed,2024-08-31 00:00:00
225,2024-08-31,Composite Panels,27,Stainless Steel 304L,Material hardness below specification - failed Rockwell test,31,Minor,Specification interpretation error,1331.74,Closed,2024-08-31 00:00:00
226,2024-09-04,Composite Panels,27,Aluminum 7075-T6,Lot traceability documentation incomplete,35,Major,Transportation damage,5873.46,Closed,2024-09-04 00:00:00
227,2024-09-04,Hydraulic Actuators,18,Aluminum 7075-T6,Surface contamination detected - oil residue on raw stock,136,Critical,Documentation error,26227.06,Pending Disposition,2024-09-04 00:00:00
228,2024-09-09,Hydraulic Actuators,5,Stainless Steel 304L,Lot traceability documentation incomplete,195,Critical,Documentation error,30022.99,Open,2024-09-09 00:00:00
229,2024-09-09,Control Valves,17,Titanium Alloy Ti-6Al-4V,Material hardness below specification - failed Rockwell test,171,Major,Incoming inspection escape,9999.31,Closed,2024-09-09 00:00:00
230,2024-09-12,Precision Bearings,25,Aluminum 7075-T6,Surface contamination detected - oil residue on raw stock,49,Major,Storage condition failure,6448.06,Under Review,2024-09-12 00:00:00
231,2024-09-12,Turbine Blades,22,Inconel 718,Material substitution without engineering approval,133,Major,Transportation damage,2748.16,Closed,2024-09-12 00:00:00
232,2024-09-14,Landing Gear,10,Magnesium AZ31B,Material substitution without engineering approval,47,Minor,Supplier process deviation,1430.4,Closed,2024-09-14 00:00:00
233,2024-09-15,Engine Mounts,25,Titanium Alloy Ti-6Al-4V,Surface contamination detected - oil residue on raw stock,13,Minor,Supplier process deviation,556.5,Closed,2024-09-15 00:00:00
234,2024-09-15,Precision Bearings,29,Copper C110,Grain structure anomaly - improper heat treatment by supplier,493,Critical,Incoming inspection escape,32992.69,Closed,2024-09-15 00:00:00
235,2024-09-17,Hydraulic Actuators,11,Stainless Steel 304L,Chemical composition out of spec - carbon content high,11,Minor,Specification interpretation error,1545.81,Closed,2024-09-17 00:00:00
236,2024-09-17,Composite Panels,18,Titanium Alloy Ti-6Al-4V,Dimensional variance exceeds tolerance - undersized bar stock,180,Major,Raw material batch variation,3590.53,Pending Disposition,2024-09-17 00:00:00
237,2024-09-18,Control Valves,22,Tool Steel D2,Material hardness below specification - failed Rockwell test,437,Critical,Storage condition failure,22348.66,Closed,2024-09-18 00:00:00
238,2024-09-18,Landing Gear,15,Ceramic Matrix Composite,Lot traceability documentation incomplete,19,Minor,Incoming inspection escape,377.23,Closed,2024-09-18 00:00:00
239,2024-09-20,Turbine Blades,13,Copper C110,Lot traceability documentation incomplete,161,Major,Documentation error,8328.89,Closed,2024-09-20 00:00:00
240,2024-09-20,Precision Bearings,19,Inconel 718,Storage damage - corrosion from improper handling,39,Minor,Supplier process deviation,1559.5,Closed,2024-09-20 00:00:00
241,2024-09-21,Composite Panels,20,Inconel 718,Material substitution without engineering approval,49,Minor,Supplier change notification missed,1311.5,Closed,2024-09-21 00:00:00
242,2024-09-23,Turbine Blades,3,Magnesium AZ31B,Chemical composition out of spec - carbon content high,137,Major,Documentation error,3984.04,Under Review,2024-09-23 00:00:00
243,2024-09-26,Hydraulic Actuators,11,Tool Steel D2,Surface contamination detected - oil residue on raw stock,77,Major,Incoming inspection escape,4729.37,Closed,2024-09-26 00:00:00
244,2024-09-27,Turbine Blades,29,Stainless Steel 304L,Grain structure anomaly - improper heat treatment by supplier,375,Critical,Specification interpretation error,21097.15,Pending Disposition,2024-09-27 00:00:00
245,2024-09-27,Hydraulic Actuators,13,Stainless Steel 304L,Lot traceability documentation incomplete,30,Minor,Specification interpretation error,1264.45,Closed,2024-09-27 00:00:00
246,2024-09-29,Turbine Blades,26,Inconel 718,Chemical composition out of spec - carbon content high,16,Minor,Transportation damage,635.77,Open,2024-09-29 00:00:00
247,2024-09-30,Turbine Blades,17,Stainless Steel 304L,Surface contamination detected - oil residue on raw stock,282,Critical,Documentation error,17325.8,Closed,2024-09-30 00:00:00
248,2024-10-01,Composite Panels,8,Magnesium AZ31B,Chemical composition out of spec - carbon content high,39,Minor,Supplier process deviation,305.22,Closed,2024-10-01 00:00:00
249,2024-10-02,Engine Mounts,6,Inconel 718,Incoming inspection failed - visual defects on surface,5,Minor,Specification interpretation error,1637.09,Open,2024-10-02 00:00:00
250,2024-10-06,Sensor Assemblies,5,Carbon Fiber Composite,Surface contamination detected - oil residue on raw stock,27,Minor,Documentation error,1239.59,Pending Disposition,2024-10-06 00:00:00
251,2024-10-06,Hydraulic Actuators,18,Inconel 718,Storage damage - corrosion from improper handling,7,Minor,Supplier change notification missed,835.06,Closed,2024-10-06 00:00:00
252,2024-10-07,Landing Gear,6,Inconel 718,Storage damage - corrosion from improper handling,144,Major,Transportation damage,2421.38,Closed,2024-10-07 00:00:00
253,2024-10-10,Composite Panels,3,Copper C110,Grain structure anomaly - improper heat treatment by supplier,65,Major,Transportation damage,5874.17,Closed,2024-10-10 00:00:00
254,2024-10-11,Control Valves,13,Inconel 718,Incoming inspection failed - visual defects on surface,21,Major,Supplier process deviation,8725.94,Closed,2024-10-11 00:00:00
255,2024-10-15,Turbine Blades,6,Inconel 718,Material hardness below specification - failed Rockwell test,111,Major,Supplier change notification missed,5784.75,Open,2024-10-15 00:00:00
256,2024-10-15,Turbine Blades,22,Copper C110,Storage damage - corrosion from improper handling,379,Critical,Storage condition failure,30940.44,Under Review,2024-10-15 00:00:00
257,2024-10-16,Landing Gear,16,Inconel 718,Storage damage - corrosion from improper handling,8,Minor,Documentation error,217.41,Closed,2024-10-16 00:00:00
258,2024-10-16,Landing Gear,14,Stainless Steel 304L,Lot traceability documentation incomplete,107,Major,Raw material batch variation,2316.02,Closed,2024-10-16 00:00:00
259,2024-10-17,Sensor Assemblies,24,Magnesium AZ31B,Storage damage - corrosion from improper handling,99,Major,Transportation damage,9728.45,Open,2024-10-17 00:00:00
260,2024-10-17,Precision Bearings,1,Carbon Fiber Composite,Surface contamination detected - oil residue on raw stock,75,Major,Supplier change notification missed,7542.61,Pending Disposition,2024-10-17 00:00:00
261,2024-10-18,Engine Mounts,15,Stainless Steel 304L,Lot traceability documentation incomplete,23,Minor,Incoming inspection escape,1559.92,Closed,2024-10-18 00:00:00
262,2024-10-18,Control Valves,27,Copper C110,Grain structure anomaly - improper heat treatment by supplier,50,Major,Raw material batch variation,1115.64,Closed,2024-10-18 00:00:00
263,2024-10-20,Engine Mounts,15,Copper C110,Dimensional variance exceeds tolerance - undersized bar stock,129,Major,Specification interpretation error,9722.77,Closed,2024-10-20 00:00:00
264,2024-10-20,Composite Panels,21,Tool Steel D2,Surface contamination detected - oil residue on raw stock,451,Critical,Documentation error,10625.97,Closed,2024-10-20 00:00:00
265,2024-10-21,Turbine Blades,18,Inconel 718,Grain structure anomaly - improper heat treatment by supplier,179,Major,Raw material batch variation,6959.63,Pending Disposition,2024-10-21 00:00:00
266,2024-10-23,Engine Mounts,16,Nickel Superalloy,Grain structure anomaly - improper heat treatment by supplier,472,Critical,Documentation error,22387.19,Closed,2024-10-23 00:00:00
267,2024-10-28,Landing Gear,16,Inconel 718,Certificate of Conformance missing required test data,14,Minor,Incoming inspection escape,775.9,Pending Disposition,2024-10-28 00:00:00
268,2024-10-28,Sensor Assemblies,17,Stainless Steel 304L,Dimensional variance exceeds tolerance - undersized bar stock,147,Major,Incoming inspection escape,2986.03,Open,2024-10-28 00:00:00
269,2024-11-01,Engine Mounts,8,Tool Steel D2,Storage damage - corrosion from improper handling,82,Major,Transportation damage,7956.18,Closed,2024-11-01 00:00:00
270,2024-11-01,Control Valves,28,Nickel Superalloy,Incoming inspection failed - visual defects on surface,18,Minor,Supplier change notification missed,1424.85,Under Review,2024-11-01 00:00:00
271,2024-11-02,Hydraulic Actuators,7,Aluminum 7075-T6,Lot traceability documentation incomplete,157,Major,Storage condition failure,7794.69,Closed,2024-11-02 00:00:00
272,2024-11-02,Engine Mounts,26,Copper C110,Grain structure anomaly - improper heat treatment by supplier,38,Major,Transportation damage,4082.49,Closed,2024-11-02 00:00:00
273,2024-11-06,Turbine Blades,22,Nickel Superalloy,Chemical composition out of spec - carbon content high,61,Major,Transportation damage,8234.46,Closed,2024-11-06 00:00:00
274,2024-11-07,Control Valves,15,Stainless Steel 304L,Incoming inspection failed - visual defects on surface,56,Major,Documentation error,1572.52,Closed,2024-11-07 00:00:00
275,2024-11-10,Sensor Assemblies,27,Nickel Superalloy,Chemical composition out of spec - carbon content high,29,Minor,Specification interpretation error,845.28,Closed,2024-11-10 00:00:00
276,2024-11-11,Composite Panels,10,Stainless Steel 304L,Incoming inspection failed - visual defects on surface,466,Critical,Raw material batch variation,12410.9,Closed,2024-11-11 00:00:00
277,2024-11-11,Precision Bearings,1,Nickel Superalloy,Storage damage - corrosion from improper handling,100,Major,Transportation damage,6629.27,Pending Disposition,2024-11-11 00:00:00
278,2024-11-12,Composite Panels,11,Titanium Alloy Ti-6Al-4V,Certificate of Conformance missing required test data,12,Minor,Transportation damage,1864.74,Under Review,2024-11-12 00:00:00
279,2024-11-13,Engine Mounts,23,Titanium Alloy Ti-6Al-4V,Storage damage - corrosion from improper handling,168,Critical,Specification interpretation error,31877.47,Closed,2024-11-13 00:00:00
280,2024-11-14,Control Valves,25,Aluminum 7075-T6,Dimensional variance exceeds tolerance - undersized bar stock,88,Major,Raw material batch variation,7163.33,Closed,2024-11-14 00:00:00
281,2024-11-14,Composite Panels,10,Carbon Fiber Composite,Chemical composition out of spec - carbon content high,5,Minor,Specification interpretation error,805.37,Under Review,2024-11-14 00:00:00
282,2024-11-15,Turbine Blades,28,Magnesium AZ31B,Dimensional variance exceeds tolerance - undersized bar stock,146,Major,Documentation error,9196.37,Closed,2024-11-15 00:00:00
283,2024-11-15,Precision Bearings,4,Carbon Fiber Composite,Storage damage - corrosion from improper handling,34,Minor,Transportation damage,1345.33,Open,2024-11-15 00:00:00
284,2024-11-16,Hydraulic Actuators,15,Inconel 718,Material hardness below specification - failed Rockwell test,380,Critical,Incoming inspection escape,13688.05,Closed,2024-11-16 00:00:00
285,2024-11-17,Composite Panels,3,Carbon Fiber Composite,Certificate of Conformance missing required test data,133,Major,Storage condition failure,4601.81,Pending Disposition,2024-11-17 00:00:00
286,2024-11-19,Control Valves,14,Inconel 718,Material hardness below specification - failed Rockwell test,120,Critical,Supplier process deviation,10077.07,Closed,2024-11-19 00:00:00
287,2024-11-19,Precision Bearings,29,Stainless Steel 304L,Material substitution without engineering approval,13,Minor,Storage condition failure,1844.4,Closed,2024-11-19 00:00:00
288,2024-11-22,Engine Mounts,28,Tool Steel D2,Dimensional variance exceeds tolerance - undersized bar stock,6,Minor,Supplier change notification missed,1194.89,Closed,2024-11-22 00:00:00
289,2024-11-23,Landing Gear,24,Stainless Steel 304L,Storage damage - corrosion from improper handling,5,Minor,Incoming inspection escape,493.01,Closed,2024-11-23 00:00:00
290,2024-11-24,Hydraulic Actuators,29,Stainless Steel 304L,Storage damage - corrosion from improper handling,239,Critical,Supplier process deviation,30303.11,Closed,2024-11-24 00:00:00
291,2024-11-28,Sensor Assemblies,20,Titanium Alloy Ti-6Al-4V,Surface contamination detected - oil residue on raw stock,160,Critical,Raw material batch variation,45864.35,Closed,2024-11-28 00:00:00
292,2024-11-29,Composite Panels,10,Titanium Alloy Ti-6Al-4V,Material substitution without engineering approval,452,Critical,Supplier process deviation,26383.7,Closed,2024-11-29 00:00:00
293,2024-12-01,Turbine Blades,24,Titanium Alloy Ti-6Al-4V,Chemical composition out of spec - carbon content high,37,Major,Storage condition failure,3297.53,Open,2024-12-01 00:00:00
294,2024-12-01,Composite Panels,12,Carbon Fiber Composite,Incoming inspection failed - visual defects on surface,107,Major,Storage condition failure,9042.62,Pending Disposition,2024-12-01 00:00:00
295,2024-12-02,Landing Gear,21,Magnesium AZ31B,Incoming inspection failed - visual defects on surface,75,Major,Documentation error,5635.46,Closed,2024-12-02 00:00:00
296,2024-12-02,Turbine Blades,17,Nickel Superalloy,Material substitution without engineering approval,377,Critical,Documentation error,6892.83,Under Review,2024-12-02 00:00:00
297,2024-12-03,Landing Gear,15,Titanium Alloy Ti-6Al-4V,Surface contamination detected - oil residue on raw stock,135,Major,Supplier process deviation,8567.15,Closed,2024-12-03 00:00:00
298,2024-12-05,Landing Gear,26,Carbon Fiber Composite,Lot traceability documentation incomplete,154,Major,Raw material batch variation,9077.12,Closed,2024-12-05 00:00:00
299,2024-12-06,Landing Gear,3,Tool Steel D2,Certificate of Conformance missing required test data,119,Major,Raw material batch variation,5643.61,Closed,2024-12-06 00:00:00
300,2024-12-08,Engine Mounts,19,Tool Steel D2,Grain structure anomaly - improper heat treatment by supplier,168,Major,Storage condition failure,4946.87,Closed,2024-12-08 00:00:00
301,2024-12-08,Composite Panels,6,Titanium Alloy Ti-6Al-4V,Incoming inspection failed - visual defects on surface,71,Critical,Storage condition failure,26442.07,Closed,2024-12-08 00:00:00
302,2024-12-09,Precision Bearings,7,Nickel Superalloy,Incoming inspection failed - visual defects on surface,37,Major,Specification interpretation error,6792.61,Closed,2024-12-09 00:00:00
303,2024-12-10,Sensor Assemblies,5,Ceramic Matrix Composite,Storage damage - corrosion from improper handling,172,Critical,Transportation damage,21413.57,Closed,2024-12-10 00:00:00
304,2024-12-10,Hydraulic Actuators,10,Magnesium AZ31B,Incoming inspection failed - visual defects on surface,56,Major,Supplier process deviation,4601.62,Open,2024-12-10 00:00:00
305,2024-12-11,Precision Bearings,11,Carbon Fiber Composite,Material hardness below specification - failed Rockwell test,144,Major,Storage condition failure,4849.81,Closed,2024-12-11 00:00:00
306,2024-12-11,Hydraulic Actuators,1,Magnesium AZ31B,Dimensional variance exceeds tolerance - undersized bar stock,15,Minor,Specification interpretation error,747.85,Closed,2024-12-11 00:00:00
307,2024-12-12,Control Valves,14,Titanium Alloy Ti-6Al-4V,Dimensional variance exceeds tolerance - undersized bar stock,183,Major,Documentation error,3849.9,Closed,2024-12-12 00:00:00
308,2024-12-14,Precision Bearings,12,Tool Steel D2,Lot traceability documentation incomplete,81,Major,Storage condition failure,1958.46,Open,2024-12-14 00:00:00
309,2024-12-14,Engine Mounts,18,Magnesium AZ31B,Grain structure anomaly - improper heat treatment by supplier,481,Critical,Transportation damage,44870.05,Under Review,2024-12-14 00:00:00
310,2024-12-15,Engine Mounts,16,Tool Steel D2,Chemical composition out of spec - carbon content high,12,Minor,Transportation damage,1905.24,Under Review,2024-12-15 00:00:00
311,2024-12-17,Engine Mounts,24,Ceramic Matrix Composite,Material hardness below specification - failed Rockwell test,29,Minor,Supplier process deviation,1057.51,Under Review,2024-12-17 00:00:00
312,2024-12-17,Landing Gear,30,Stainless Steel 304L,Dimensional variance exceeds tolerance - undersized bar stock,473,Critical,Storage condition failure,8293.25,Under Review,2024-12-17 00:00:00
313,2024-12-18,Engine Mounts,10,Magnesium AZ31B,Lot traceability documentation incomplete,76,Critical,Specification interpretation error,44980.16,Closed,2024-12-18 00:00:00
314,2024-12-18,Composite Panels,4,Aluminum 7075-T6,Certificate of Conformance missing required test data,348,Critical,Documentation error,35503.51,Closed,2024-12-18 00:00:00
315,2024-12-19,Composite Panels,20,Nickel Superalloy,Chemical composition out of spec - carbon content high,123,Major,Supplier process deviation,7946.93,Closed,2024-12-19 00:00:00
316,2024-12-19,Composite Panels,20,Stainless Steel 304L,Material hardness below specification - failed Rockwell test,17,Minor,Supplier process deviation,1723.92,Closed,2024-12-19 00:00:00
317,2024-12-20,Sensor Assemblies,23,Inconel 718,Certificate of Conformance missing required test data,471,Critical,Documentation error,12266.46,Closed,2024-12-20 00:00:00
318,2024-12-20,Engine Mounts,7,Aluminum 7075-T6,Storage damage - corrosion from improper handling,49,Minor,Raw material batch variation,480.55,Under Review,2024-12-20 00:00:00
319,2024-12-22,Turbine Blades,23,Carbon Fiber Composite,Certificate of Conformance missing required test data,197,Major,Supplier process deviation,1191.26,Closed,2024-12-22 00:00:00
320,2024-12-22,Landing Gear,25,Aluminum 7075-T6,Incoming inspection failed - visual defects on surface,183,Major,Supplier process deviation,5435.58,Closed,2024-12-22 00:00:00
321,2024-12-23,Landing Gear,23,Inconel 718,Certificate of Conformance missing required test data,412,Critical,Supplier process deviation,8115.93,Closed,2024-12-23 00:00:00
322,2024-12-23,Turbine Blades,1,Carbon Fiber Composite,Chemical composition out of spec - carbon content high,336,Critical,Specification interpretation error,23059.66,Closed,2024-12-23 00:00:00
323,2024-12-24,Engine Mounts,20,Stainless Steel 304L,Material substitution without engineering approval,18,Minor,Storage condition failure,1845.18,Under Review,2024-12-24 00:00:00
324,2024-12-25,Landing Gear,29,Magnesium AZ31B,Storage damage - corrosion from improper handling,23,Minor,Raw material batch variation,455.09,Closed,2024-12-25 00:00:00
325,2024-12-26,Control Valves,13,Nickel Superalloy,Chemical composition out of spec - carbon content high,31,Minor,Storage condition failure,1060.18,Closed,2024-12-26 00:00:00
326,2024-12-31,Hydraulic Actuators,23,Tool Steel D2,Dimensional variance exceeds tolerance - undersized bar stock,28,Minor,Incoming inspection escape,874.57,Under Review,2024-12-31 00:00:00
